age,experience,education,job_title,location,country,company_size,skills,salary
25,31,PhD,Teacher,Seattle,USA,Large (1000+),"AWS, Teamwork, Machine Learning, Excel, Communication, PowerPoint, Leadership",402051
23,20,Bachelor,Doctor,Sydney,Australia,Startup (1-50),"Leadership, PowerPoint, Financial Modeling, AWS, Teamwork, Machine Learning, JavaScript, Excel",241851
28,0,PhD,Marketing Manager,Adelaide,Australia,Small (50-200),"Python, JavaScript, Communication, PowerPoint, Project Management",97475
38,21,Bachelor,UX Designer,San Francisco,USA,Startup (1-50),"SQL, Machine Learning, AWS, Financial Modeling, Python, PowerPoint, Teamwork, JavaScript",336822
48,10,Master,UX Designer,Brisbane,Australia,Large (1000+),"Project Management, Machine Learning, Excel, PowerPoint, Communication",212757
41,28,Bachelor,Accountant,Austin,USA,Large (1000+),"Teamwork, Leadership, Machine Learning, Excel, Project Management",294438
49,7,Master,HR Specialist,Hyderabad,India,Large (1000+),"PowerPoint, Project Management, Python, Excel, AWS, SQL, Leadership, JavaScript",98922
49,6,Bachelor,Nurse,Bangalore,India,Medium (200-1000),"AWS, Communication, SQL, Project Management, Financial Modeling",92074
23,11,High School,Medical Technician,Seattle,USA,Large (1000+),"Communication, JavaScript, Financial Modeling, Teamwork, AWS, Leadership, Machine Learning",219166
25,32,Master,Pharmacist,Austin,USA,Startup (1-50),"Machine Learning, Leadership, PowerPoint, Communication, JavaScript, Python, AWS",332615
25,34,Bachelor,Pharmacist,San Francisco,USA,Medium (200-1000),"Project Management, Python, Teamwork, SQL, JavaScript, Machine Learning",508663
43,8,Bachelor,Risk Manager,Austin,USA,Small (50-200),"SQL, Financial Modeling, Machine Learning, AWS, Teamwork, PowerPoint",158017
24,30,Master,Accountant,Perth,Australia,Large (1000+),"AWS, JavaScript, Teamwork, Communication, Python, SQL, Leadership",266671
25,33,PhD,Nurse,Edinburgh,UK,Startup (1-50),"Financial Modeling, Excel, SQL, JavaScript, Python, Communication",275309
26,9,High School,Medical Technician,Hyderabad,India,Startup (1-50),"Teamwork, Leadership, PowerPoint, Financial Modeling, AWS, Machine Learning, Communication, Excel",83709
39,39,PhD,Teacher,Sydney,Australia,Small (50-200),"PowerPoint, Financial Modeling, Leadership, JavaScript, Python, Excel",353508
45,35,PhD,Product Manager,Bristol,UK,Small (50-200),"PowerPoint, Python, Financial Modeling, Communication, Machine Learning, Excel, Teamwork, Project Management",278033
38,23,Master,Doctor,Remote,India,Startup (1-50),"Communication, Teamwork, Machine Learning, Financial Modeling, Leadership",110156
42,12,Bachelor,Investment Banker,Brisbane,Australia,Small (50-200),"Python, Leadership, Excel, Project Management, Machine Learning, Communication, SQL",152020
39,19,Bachelor,Pharmacist,Delhi,India,Small (50-200),"Financial Modeling, JavaScript, SQL, Project Management, Python, Excel",117989
40,36,Bachelor,Pharmacist,New York,USA,Large (1000+),"PowerPoint, Excel, Leadership, Python, SQL, Teamwork",573799
49,5,High School,HR Specialist,Manchester,UK,Large (1000+),"Leadership, JavaScript, Teamwork, SQL, Communication",79164
24,27,Master,Nurse,Chennai,India,Startup (1-50),"Project Management, PowerPoint, SQL, Excel, Communication, Machine Learning",126960
50,3,Master,Investment Banker,London,UK,Startup (1-50),"JavaScript, Excel, Project Management, PowerPoint, Leadership",111332
43,8,High School,Investment Banker,Sydney,Australia,Medium (200-1000),"Excel, Project Management, PowerPoint, Python, Financial Modeling, SQL, Teamwork, JavaScript",150165
38,22,Master,DevOps Engineer,Bangalore,India,Large (1000+),"Financial Modeling, Communication, Teamwork, JavaScript, Project Management, Machine Learning, AWS, Excel",198689
59,5,Bachelor,Teacher,Hyderabad,India,Medium (200-1000),"Leadership, AWS, Python, Communication, Teamwork, Financial Modeling, Project Management, PowerPoint",81766
24,6,Bachelor,DevOps Engineer,Manchester,UK,Large (1000+),"Project Management, Leadership, Python, Excel, Teamwork, Machine Learning",151121
50,24,Master,Financial Analyst,Edinburgh,UK,Small (50-200),"Leadership, SQL, PowerPoint, Excel, Teamwork, Python",180691
46,18,Bachelor,Teacher,Mumbai,India,Medium (200-1000),"Financial Modeling, Machine Learning, Excel, Communication, JavaScript",97672
50,37,High School,Data Scientist,Bangalore,India,Small (50-200),"Excel, Communication, Leadership, Machine Learning, Python, PowerPoint, Project Management",144089
47,31,Master,Investment Banker,Edinburgh,UK,Startup (1-50),"PowerPoint, JavaScript, Python, SQL, AWS",188082
45,15,Bachelor,Sales Executive,Birmingham,UK,Large (1000+),"Leadership, PowerPoint, SQL, Financial Modeling, JavaScript, Project Management",117483
23,36,Master,UX Designer,Brisbane,Australia,Small (50-200),"JavaScript, PowerPoint, Excel, Financial Modeling, Leadership, Project Management, Python",294908
29,39,PhD,Medical Technician,New York,USA,Small (50-200),"Python, JavaScript, Excel, Leadership, SQL, Financial Modeling, Project Management",708892
27,28,Master,UX Designer,Melbourne,Australia,Startup (1-50),"Leadership, Python, SQL, AWS, PowerPoint",285904
48,35,Bachelor,Doctor,London,UK,Medium (200-1000),"Leadership, Financial Modeling, JavaScript, Excel, Communication, Project Management, Machine Learning, PowerPoint",315394
36,14,Master,UX Designer,Bristol,UK,Large (1000+),"Financial Modeling, Project Management, JavaScript, Teamwork, AWS, Python, Excel",219005
41,33,Master,Accountant,Edinburgh,UK,Medium (200-1000),"Excel, JavaScript, Teamwork, Communication, SQL, AWS",231302
45,9,Bachelor,UX Designer,Sydney,Australia,Large (1000+),"Financial Modeling, Python, PowerPoint, Project Management, JavaScript, SQL",255292
51,29,PhD,UX Designer,Manchester,UK,Startup (1-50),"SQL, Excel, Leadership, Teamwork, PowerPoint, Project Management",207157
29,27,Master,Software Engineer,Birmingham,UK,Startup (1-50),"Communication, Teamwork, AWS, Financial Modeling, Leadership",165958
44,7,Bachelor,Marketing Manager,Seattle,USA,Small (50-200),"Teamwork, Project Management, Communication, PowerPoint, SQL, Machine Learning",135013
23,3,Bachelor,Product Manager,Remote,UK,Large (1000+),"PowerPoint, Teamwork, Financial Modeling, Project Management, JavaScript, Python, Communication, Machine Learning",117868
55,30,Master,Data Scientist,San Francisco,USA,Startup (1-50),"PowerPoint, Leadership, Communication, Excel, JavaScript",447384
56,15,High School,Investment Banker,Austin,USA,Startup (1-50),"Financial Modeling, SQL, Machine Learning, Project Management, Python, Communication, Teamwork, Excel",133723
36,33,Bachelor,Product Manager,Sydney,Australia,Large (1000+),"Excel, Python, PowerPoint, Financial Modeling, Project Management, JavaScript, Leadership, SQL",416953
33,12,Master,Accountant,Birmingham,UK,Small (50-200),"SQL, JavaScript, AWS, Project Management, Machine Learning",131974
27,22,High School,Financial Analyst,Hyderabad,India,Medium (200-1000),"Communication, Machine Learning, SQL, PowerPoint, Teamwork, AWS, Leadership, Excel",102238
31,35,PhD,HR Specialist,Bangalore,India,Medium (200-1000),"Machine Learning, SQL, AWS, JavaScript, Leadership, Excel, Financial Modeling",186796
23,21,Bachelor,Marketing Manager,Remote,India,Small (50-200),"SQL, Financial Modeling, Teamwork, Excel, Project Management, Leadership, PowerPoint, JavaScript",81491
57,16,PhD,Doctor,Melbourne,Australia,Medium (200-1000),"Project Management, SQL, Python, Excel, Teamwork, JavaScript, AWS",352785
23,28,Master,Investment Banker,Atlanta,USA,Small (50-200),"Communication, Python, Excel, PowerPoint, Leadership",205476
31,3,Master,UX Designer,London,UK,Medium (200-1000),"Teamwork, JavaScript, Leadership, Python, Financial Modeling, PowerPoint",179429
58,6,Bachelor,Medical Technician,Bangalore,India,Large (1000+),"Project Management, Leadership, Teamwork, Financial Modeling, Python, Communication",124632
30,4,Master,Doctor,Remote,UK,Small (50-200),"AWS, Financial Modeling, Excel, Python, Project Management",105432
26,32,Master,Accountant,Austin,USA,Small (50-200),"Python, Communication, Leadership, Financial Modeling, Teamwork, SQL, JavaScript, Excel",285681
55,38,Bachelor,Doctor,San Francisco,USA,Startup (1-50),"Excel, Communication, Leadership, Project Management, AWS, PowerPoint, SQL",476069
40,33,Bachelor,Data Scientist,Austin,USA,Large (1000+),"Machine Learning, SQL, JavaScript, Teamwork, Communication, PowerPoint, AWS",371515
54,0,Bachelor,Software Engineer,Melbourne,Australia,Startup (1-50),"Python, Excel, JavaScript, Teamwork, AWS",107713
37,16,Bachelor,DevOps Engineer,Brisbane,Australia,Medium (200-1000),"Leadership, Excel, SQL, PowerPoint, Python, Communication, Project Management, Financial Modeling",200074
27,39,Bachelor,HR Specialist,Adelaide,Australia,Large (1000+),"PowerPoint, Teamwork, Communication, Excel, AWS, SQL, Machine Learning, Python",211020
29,17,High School,Medical Technician,Remote,India,Medium (200-1000),"Machine Learning, PowerPoint, Excel, Leadership, Python, Financial Modeling, SQL",93343
44,26,Bachelor,Doctor,Birmingham,UK,Large (1000+),"Project Management, SQL, Leadership, Teamwork, Communication, Machine Learning, JavaScript, Excel",213133
27,11,Bachelor,Teacher,Delhi,India,Small (50-200),"Python, Machine Learning, Teamwork, SQL, AWS, Leadership, JavaScript, Communication",77557
51,26,Bachelor,DevOps Engineer,Delhi,India,Medium (200-1000),"AWS, Financial Modeling, Teamwork, PowerPoint, Project Management, Python, Excel",137708
56,28,Bachelor,Teacher,Melbourne,Australia,Large (1000+),"JavaScript, Leadership, Excel, AWS, Communication, Financial Modeling",260152
37,36,Bachelor,Data Scientist,Melbourne,Australia,Startup (1-50),"AWS, Project Management, JavaScript, Excel, Financial Modeling, Machine Learning, SQL",281384
57,26,High School,DevOps Engineer,Delhi,India,Medium (200-1000),"Excel, Project Management, Teamwork, Python, Communication, SQL",112806
48,29,Bachelor,Risk Manager,Remote,USA,Startup (1-50),"PowerPoint, Communication, Excel, JavaScript, Teamwork, Financial Modeling, Python",171511
24,23,PhD,Financial Analyst,Brisbane,Australia,Startup (1-50),"AWS, Communication, Excel, Financial Modeling, SQL, Python, JavaScript, Project Management",221631
51,22,High School,Investment Banker,Sydney,Australia,Medium (200-1000),"AWS, Leadership, Python, PowerPoint, SQL, Machine Learning, JavaScript",198810
56,15,Bachelor,Financial Analyst,Hyderabad,India,Startup (1-50),"Python, AWS, Communication, JavaScript, Leadership, Project Management",89211
44,5,Master,HR Specialist,Chennai,India,Small (50-200),"Python, PowerPoint, Teamwork, Project Management, Excel, Leadership, AWS, SQL",76145
51,39,Bachelor,DevOps Engineer,Remote,UK,Medium (200-1000),"Financial Modeling, Python, AWS, Machine Learning, Leadership, Project Management, Excel, Communication",220599
31,20,Bachelor,HR Specialist,San Francisco,USA,Large (1000+),"Leadership, JavaScript, Python, AWS, Financial Modeling, Communication, Project Management, Excel",322255
39,6,Master,UX Designer,London,UK,Small (50-200),"Excel, Financial Modeling, AWS, PowerPoint, Teamwork, Project Management, Python",176157
54,22,Bachelor,Investment Banker,Delhi,India,Small (50-200),"Machine Learning, Project Management, JavaScript, Python, PowerPoint, Leadership, Excel, SQL",107363
22,23,Master,Medical Technician,Atlanta,USA,Medium (200-1000),"PowerPoint, Teamwork, Financial Modeling, JavaScript, SQL, Python, Excel, Project Management",247715
47,25,Bachelor,Pharmacist,Brisbane,Australia,Medium (200-1000),"PowerPoint, Machine Learning, AWS, SQL, Python, Communication, Project Management",258858
35,32,Bachelor,Software Engineer,New York,USA,Small (50-200),"Machine Learning, PowerPoint, Financial Modeling, SQL, Leadership, Excel, Project Management",385346
31,3,Master,Doctor,Melbourne,Australia,Startup (1-50),"Financial Modeling, Teamwork, Project Management, PowerPoint, JavaScript, Python, Machine Learning",151355
25,35,Master,HR Specialist,Remote,USA,Large (1000+),"Excel, Project Management, PowerPoint, SQL, Communication, Financial Modeling, Teamwork, AWS",270799
27,29,Master,UX Designer,Adelaide,Australia,Large (1000+),"JavaScript, Teamwork, PowerPoint, Leadership, Machine Learning, Communication",268827
46,34,Bachelor,Marketing Manager,Bangalore,India,Medium (200-1000),"Communication, Financial Modeling, AWS, Project Management, Teamwork, Machine Learning",135508
27,22,Bachelor,Accountant,Bristol,UK,Startup (1-50),"Leadership, Project Management, PowerPoint, SQL, Financial Modeling, AWS",130595
28,11,Bachelor,HR Specialist,Hyderabad,India,Large (1000+),"Communication, JavaScript, Teamwork, PowerPoint, Excel, Python, Machine Learning",91087
59,29,Bachelor,Doctor,Manchester,UK,Large (1000+),"AWS, Financial Modeling, Python, Project Management, Machine Learning, SQL",261993
45,37,Master,Data Scientist,Adelaide,Australia,Small (50-200),"PowerPoint, SQL, Excel, Project Management, JavaScript, Machine Learning, Communication, Python",266960
59,16,PhD,UX Designer,Bristol,UK,Small (50-200),"Teamwork, Leadership, Project Management, Financial Modeling, SQL, Python, Excel",201628
42,2,Bachelor,Pharmacist,San Francisco,USA,Startup (1-50),"Financial Modeling, AWS, Communication, Python, Leadership",180779
54,1,PhD,HR Specialist,Delhi,India,Startup (1-50),"SQL, Python, PowerPoint, JavaScript, Teamwork, Leadership, Machine Learning, AWS",69847
55,38,Bachelor,Pharmacist,Birmingham,UK,Small (50-200),"Project Management, PowerPoint, Financial Modeling, AWS, Teamwork, Communication",207786
46,22,Bachelor,HR Specialist,Austin,USA,Small (50-200),"Teamwork, Machine Learning, JavaScript, Leadership, Financial Modeling, SQL, AWS, Communication",176082
22,26,High School,Teacher,Atlanta,USA,Large (1000+),"Project Management, PowerPoint, SQL, Teamwork, Excel, Communication",157065
58,24,PhD,UX Designer,Bristol,UK,Large (1000+),"Leadership, Excel, Project Management, SQL, Financial Modeling, Teamwork, JavaScript",302300
35,18,High School,Financial Analyst,New York,USA,Medium (200-1000),"SQL, Machine Learning, Communication, Financial Modeling, Excel",244841
52,33,Bachelor,UX Designer,Mumbai,India,Medium (200-1000),"Excel, Communication, JavaScript, Project Management, Teamwork, Machine Learning, AWS, Leadership",175554
51,3,Bachelor,Product Manager,Remote,Australia,Medium (200-1000),"Excel, Financial Modeling, Project Management, JavaScript, AWS",114209
40,17,PhD,Accountant,Manchester,UK,Medium (200-1000),"Leadership, Teamwork, Financial Modeling, Python, JavaScript",179251
57,29,Master,Software Engineer,Bangalore,India,Medium (200-1000),"Communication, Excel, PowerPoint, SQL, Project Management, AWS",195864
54,28,Bachelor,Financial Analyst,Remote,UK,Startup (1-50),"Machine Learning, Teamwork, Python, Financial Modeling, Project Management, Communication, JavaScript",129945
48,9,Bachelor,Doctor,Austin,USA,Medium (200-1000),"AWS, Financial Modeling, Machine Learning, Teamwork, Communication, JavaScript, Project Management",183933
45,33,Bachelor,Sales Executive,London,UK,Small (50-200),"SQL, Leadership, JavaScript, Project Management, Financial Modeling, Excel",184218
23,17,Bachelor,Sales Executive,San Francisco,USA,Small (50-200),"Project Management, SQL, JavaScript, Leadership, Machine Learning, Teamwork, PowerPoint",228746
58,9,High School,Marketing Manager,Remote,USA,Small (50-200),"SQL, JavaScript, PowerPoint, AWS, Machine Learning, Excel, Python, Financial Modeling",96301
33,16,Master,Accountant,Bangalore,India,Medium (200-1000),"Communication, SQL, Project Management, Machine Learning, AWS, JavaScript, Teamwork",144019
23,9,Master,Pharmacist,Remote,Australia,Medium (200-1000),"SQL, Python, Excel, Machine Learning, PowerPoint, Teamwork, AWS",168725
26,5,Master,Doctor,Brisbane,Australia,Small (50-200),"Leadership, SQL, AWS, Machine Learning, Excel",150166
43,14,Bachelor,Financial Analyst,Remote,UK,Large (1000+),"Python, Financial Modeling, JavaScript, Excel, PowerPoint, Project Management, Teamwork",145051
25,23,Master,Sales Executive,Birmingham,UK,Startup (1-50),"PowerPoint, Python, AWS, Communication, Machine Learning, Excel",115439
34,30,Master,Doctor,Chennai,India,Small (50-200),"Excel, Project Management, SQL, PowerPoint, Teamwork, Machine Learning",149200
45,7,Bachelor,Medical Technician,Remote,India,Startup (1-50),"Leadership, AWS, Communication, Project Management, Machine Learning",61147
35,9,Bachelor,Teacher,Remote,USA,Startup (1-50),"AWS, Financial Modeling, Excel, SQL, Leadership, Teamwork, JavaScript",106295
43,1,Master,Data Scientist,Seattle,USA,Startup (1-50),"Python, Teamwork, Excel, Project Management, Leadership, PowerPoint, AWS, SQL",164177
51,13,Bachelor,UX Designer,Remote,UK,Startup (1-50),"PowerPoint, SQL, JavaScript, Python, Teamwork, Financial Modeling, Leadership",109485
39,15,Bachelor,Risk Manager,Melbourne,Australia,Small (50-200),"Financial Modeling, Project Management, AWS, Teamwork, PowerPoint",186386
57,14,Bachelor,UX Designer,Melbourne,Australia,Small (50-200),"Python, Machine Learning, PowerPoint, Communication, JavaScript, Excel",212250
44,32,Master,Financial Analyst,Edinburgh,UK,Startup (1-50),"Communication, Python, AWS, Excel, SQL, Project Management, Teamwork, Machine Learning",197253
37,20,PhD,Accountant,New York,USA,Medium (200-1000),"Leadership, Excel, JavaScript, Python, Communication, Machine Learning",397448
40,23,Bachelor,Doctor,Perth,Australia,Large (1000+),"Machine Learning, Teamwork, Financial Modeling, Excel, AWS",258151
34,31,Master,Data Scientist,Manchester,UK,Medium (200-1000),"Python, PowerPoint, AWS, SQL, JavaScript",235618
29,9,Master,Product Manager,Hyderabad,India,Small (50-200),"PowerPoint, Project Management, JavaScript, Leadership, Python, Machine Learning",116738
34,23,Master,Data Scientist,Manchester,UK,Small (50-200),"Teamwork, Python, Machine Learning, PowerPoint, AWS, SQL, Project Management",192118
42,31,Bachelor,Marketing Manager,Bangalore,India,Startup (1-50),"Excel, Teamwork, AWS, Communication, Financial Modeling, Machine Learning",104365
41,0,PhD,Doctor,Hyderabad,India,Large (1000+),"Project Management, PowerPoint, Excel, JavaScript, Financial Modeling, Machine Learning",98826
24,27,Bachelor,DevOps Engineer,Austin,USA,Medium (200-1000),"AWS, Python, Communication, Leadership, SQL",280998
46,5,Bachelor,Marketing Manager,Brisbane,Australia,Medium (200-1000),"PowerPoint, JavaScript, Project Management, SQL, Teamwork, Leadership, Python, Communication",103211
46,9,High School,UX Designer,Melbourne,Australia,Small (50-200),"Teamwork, Excel, PowerPoint, Financial Modeling, SQL, JavaScript, Communication",142651
33,17,Bachelor,Marketing Manager,Sydney,Australia,Startup (1-50),"Python, Excel, AWS, SQL, Machine Learning, Leadership, Communication",167659
51,4,Master,Marketing Manager,Perth,Australia,Large (1000+),"JavaScript, Teamwork, Project Management, PowerPoint, Financial Modeling",119781
24,34,Master,Medical Technician,Remote,USA,Startup (1-50),"Excel, AWS, Financial Modeling, Teamwork, SQL",276449
34,15,Bachelor,Accountant,Austin,USA,Small (50-200),"Python, Teamwork, Excel, AWS, JavaScript, Machine Learning",162945
32,22,PhD,Software Engineer,Sydney,Australia,Medium (200-1000),"Machine Learning, Excel, Financial Modeling, AWS, JavaScript, Communication",381267
33,7,Master,Marketing Manager,Bangalore,India,Large (1000+),"Project Management, Leadership, SQL, Machine Learning, Communication, AWS, Excel",107323
33,38,Bachelor,Software Engineer,Birmingham,UK,Large (1000+),"AWS, Project Management, Leadership, PowerPoint, Machine Learning, Communication, Financial Modeling, Teamwork",259472
26,30,Bachelor,Nurse,Remote,India,Medium (200-1000),"JavaScript, Financial Modeling, Python, AWS, Communication, SQL, Teamwork",141559
43,7,Bachelor,HR Specialist,Birmingham,UK,Small (50-200),"Machine Learning, Excel, Python, Project Management, Teamwork, Communication",80353
49,12,Bachelor,Financial Analyst,London,UK,Large (1000+),"Communication, Excel, SQL, Python, PowerPoint, Machine Learning, Project Management",193554
54,6,Bachelor,Data Scientist,Seattle,USA,Medium (200-1000),"SQL, Excel, Project Management, Communication, Leadership, Machine Learning, Python, Financial Modeling",201731
58,1,Bachelor,Medical Technician,Hyderabad,India,Large (1000+),"Machine Learning, PowerPoint, Leadership, Communication, AWS, Excel, JavaScript",88251
55,10,Master,Software Engineer,Bristol,UK,Startup (1-50),"Financial Modeling, Machine Learning, PowerPoint, Leadership, AWS",143888
43,14,Master,UX Designer,Birmingham,UK,Large (1000+),"Teamwork, Project Management, Leadership, Excel, Python, Communication",191937
31,33,Master,DevOps Engineer,Birmingham,UK,Medium (200-1000),"Project Management, Excel, Teamwork, Financial Modeling, Communication, AWS, JavaScript",220362
39,34,Master,Sales Executive,Hyderabad,India,Large (1000+),"Project Management, Leadership, Python, Financial Modeling, SQL, Excel, PowerPoint, JavaScript",167642
42,31,Bachelor,Data Scientist,London,UK,Small (50-200),"Teamwork, Machine Learning, SQL, Communication, Python, AWS, Financial Modeling",259153
31,22,Bachelor,Doctor,Remote,UK,Startup (1-50),"JavaScript, Machine Learning, SQL, AWS, Project Management",135549
22,28,Bachelor,Teacher,Hyderabad,India,Large (1000+),"Financial Modeling, Leadership, Excel, Project Management, SQL",125278
34,6,Master,Accountant,Bangalore,India,Medium (200-1000),"SQL, Excel, AWS, Teamwork, Leadership",97020
44,26,Bachelor,Investment Banker,Austin,USA,Large (1000+),"Machine Learning, SQL, AWS, JavaScript, Financial Modeling, Project Management",273880
57,19,PhD,Software Engineer,Delhi,India,Large (1000+),"Financial Modeling, Project Management, Communication, PowerPoint, JavaScript, Leadership, Teamwork, AWS",185063
40,8,Bachelor,Sales Executive,Melbourne,Australia,Large (1000+),"Teamwork, AWS, Financial Modeling, Communication, SQL",163734
29,19,Master,Pharmacist,Bangalore,India,Large (1000+),"Project Management, Python, Machine Learning, Teamwork, PowerPoint, Financial Modeling, Excel",198479
43,7,Bachelor,Nurse,Bristol,UK,Medium (200-1000),"Teamwork, Python, PowerPoint, Leadership, Machine Learning, SQL, JavaScript, Project Management",121743
34,32,Bachelor,Medical Technician,Austin,USA,Large (1000+),"Project Management, Excel, PowerPoint, SQL, Communication, Python",389188
57,1,Bachelor,Financial Analyst,Edinburgh,UK,Large (1000+),"Communication, SQL, PowerPoint, Leadership, JavaScript, Machine Learning",108114
47,26,Bachelor,DevOps Engineer,Birmingham,UK,Large (1000+),"Leadership, Machine Learning, Teamwork, Python, Excel, JavaScript, Project Management, SQL",208600
51,2,Bachelor,Accountant,Brisbane,Australia,Startup (1-50),"SQL, Machine Learning, Teamwork, PowerPoint, Excel, Leadership, Python",100464
51,30,Bachelor,Nurse,Manchester,UK,Large (1000+),"SQL, JavaScript, Teamwork, Python, Excel, Project Management, AWS, Leadership",252625
33,2,Master,Product Manager,Bangalore,India,Startup (1-50),"JavaScript, AWS, Project Management, Teamwork, Leadership, SQL",87985
23,31,Bachelor,Sales Executive,London,UK,Medium (200-1000),"Teamwork, Excel, Financial Modeling, Python, Project Management, SQL, PowerPoint, Leadership",215742
59,14,Bachelor,Investment Banker,Brisbane,Australia,Large (1000+),"PowerPoint, Project Management, Machine Learning, Teamwork, Python",189048
47,31,Bachelor,Risk Manager,Chennai,India,Medium (200-1000),"Excel, Machine Learning, Communication, Teamwork, Project Management, SQL",117630
30,0,Bachelor,Data Scientist,Bristol,UK,Large (1000+),"Machine Learning, Excel, PowerPoint, Project Management, SQL, Python",103396
44,4,Bachelor,Accountant,Delhi,India,Startup (1-50),"Machine Learning, Excel, Teamwork, PowerPoint, Communication, Python",59418
34,4,Bachelor,Accountant,Delhi,India,Small (50-200),"SQL, Communication, Project Management, Python, Leadership, JavaScript, Machine Learning",77169
55,18,High School,Software Engineer,Bristol,UK,Startup (1-50),"JavaScript, Leadership, Python, Communication, Teamwork, SQL",106552
35,8,Master,Risk Manager,Seattle,USA,Small (50-200),"Communication, Excel, PowerPoint, SQL, Teamwork, JavaScript, Financial Modeling, Python",202302
30,39,Bachelor,Investment Banker,Chennai,India,Large (1000+),"Excel, SQL, AWS, Teamwork, Python, PowerPoint, JavaScript",154102
24,24,Bachelor,Investment Banker,San Francisco,USA,Medium (200-1000),"Excel, PowerPoint, AWS, Communication, Teamwork, Financial Modeling, Python, Leadership",347718
51,28,PhD,Accountant,San Francisco,USA,Startup (1-50),"Machine Learning, Excel, Project Management, SQL, PowerPoint",437488
28,15,Bachelor,Nurse,Adelaide,Australia,Large (1000+),"Project Management, Python, JavaScript, SQL, Leadership, Teamwork",172480
46,10,Master,Product Manager,New York,USA,Large (1000+),"Communication, JavaScript, Leadership, PowerPoint, Teamwork",357276
44,23,Bachelor,Investment Banker,Bangalore,India,Medium (200-1000),"Financial Modeling, Teamwork, Leadership, Python, JavaScript",128976
33,24,Bachelor,Accountant,Atlanta,USA,Medium (200-1000),"JavaScript, Leadership, PowerPoint, Python, Teamwork, Communication",185846
23,32,Bachelor,Software Engineer,London,UK,Medium (200-1000),"Project Management, SQL, Leadership, Machine Learning, Excel, Financial Modeling, AWS, Python",291045
48,18,Master,Financial Analyst,Mumbai,India,Medium (200-1000),"Teamwork, AWS, PowerPoint, Leadership, Python, JavaScript, Excel",125551
29,29,Bachelor,Teacher,New York,USA,Small (50-200),"Communication, PowerPoint, Project Management, AWS, Teamwork, Financial Modeling",290230
36,4,Bachelor,Doctor,Perth,Australia,Small (50-200),"Leadership, Excel, AWS, Communication, Project Management, Machine Learning, Python, SQL",140786
31,22,Master,Data Scientist,Delhi,India,Startup (1-50),"JavaScript, Machine Learning, Financial Modeling, SQL, Project Management, Leadership, AWS",123633
40,9,Master,Pharmacist,Austin,USA,Startup (1-50),"JavaScript, AWS, Communication, SQL, Python, Financial Modeling, PowerPoint, Leadership",200751
42,6,Bachelor,HR Specialist,Manchester,UK,Large (1000+),"Machine Learning, Project Management, Financial Modeling, Excel, JavaScript, AWS",116490
31,35,Master,Product Manager,Sydney,Australia,Small (50-200),"Financial Modeling, Teamwork, PowerPoint, Leadership, Machine Learning",390479
27,38,PhD,Marketing Manager,Mumbai,India,Large (1000+),"Financial Modeling, Machine Learning, Communication, JavaScript, AWS, Excel",201806
26,4,Bachelor,Nurse,Manchester,UK,Medium (200-1000),"Teamwork, SQL, Leadership, JavaScript, Python, AWS, Excel",114165
41,13,High School,Medical Technician,Remote,UK,Medium (200-1000),"Leadership, AWS, Teamwork, Machine Learning, Communication, JavaScript, Python",119304
32,13,High School,Investment Banker,Remote,USA,Medium (200-1000),"Python, Machine Learning, Teamwork, Excel, Project Management, Communication, AWS, PowerPoint",127642
31,33,High School,Pharmacist,London,UK,Medium (200-1000),"Financial Modeling, Machine Learning, JavaScript, SQL, PowerPoint",251391
51,21,High School,Product Manager,New York,USA,Small (50-200),"Leadership, Teamwork, AWS, Project Management, Financial Modeling",274740
33,16,Bachelor,Sales Executive,Mumbai,India,Large (1000+),"Machine Learning, Python, PowerPoint, Teamwork, AWS, SQL, Project Management",106073
59,38,Master,Investment Banker,Manchester,UK,Startup (1-50),"Leadership, Communication, Machine Learning, Teamwork, AWS",180311
44,31,High School,UX Designer,Sydney,Australia,Medium (200-1000),"Financial Modeling, AWS, JavaScript, Excel, SQL, PowerPoint",275840
27,36,Master,Nurse,London,UK,Startup (1-50),"Project Management, Excel, PowerPoint, Leadership, Financial Modeling, Machine Learning, JavaScript",294008
35,3,PhD,Nurse,Delhi,India,Large (1000+),"Project Management, Excel, Financial Modeling, SQL, Teamwork, Communication, JavaScript",123845
32,15,Bachelor,Risk Manager,Remote,India,Large (1000+),"Machine Learning, Python, Communication, Project Management, JavaScript, SQL, Leadership, Financial Modeling",106142
31,11,Bachelor,Nurse,Perth,Australia,Large (1000+),"Financial Modeling, Project Management, Python, JavaScript, Communication, SQL, Machine Learning",174180
54,25,PhD,Sales Executive,Remote,UK,Startup (1-50),"Communication, Leadership, PowerPoint, Teamwork, Project Management, AWS",135710
59,34,Master,Pharmacist,Sydney,Australia,Medium (200-1000),"Project Management, Python, Excel, PowerPoint, Teamwork, AWS",434560
52,3,Bachelor,HR Specialist,Seattle,USA,Startup (1-50),"Excel, SQL, JavaScript, Communication, Teamwork, Financial Modeling, Leadership, Project Management",121429
47,23,Master,DevOps Engineer,Remote,UK,Medium (200-1000),"JavaScript, PowerPoint, Teamwork, Excel, Leadership, Python, SQL",200887
46,38,PhD,Pharmacist,Perth,Australia,Large (1000+),"Excel, AWS, Communication, Leadership, Project Management, Python",461276
36,11,High School,Marketing Manager,Adelaide,Australia,Medium (200-1000),"PowerPoint, Machine Learning, Financial Modeling, Teamwork, JavaScript",89500
